# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
dk10794	Classic Card Games (Russia)
nameninteiouzennihontsumeshougirenmeikaichouokadatoshinotsumeshougikyoushitsu	Ninteiou - Zen Nihon Tsume Shougi Renmei Kaichou Okada Toshi no Tsume Shougi Kyoushitsu (Japan)
namenipponichimahjongsouryuu	Nippon Ichi Mahjong - Souryuu (Japan) (Major Wave)
namenisefloponkunpfamitsuunottoriversion	Nise Flopon-kun P! Famitsuu Nottori Version (Japan)
namenishijinpachinkotengokuex	Nishijin Pachinko Tengoku EX (Japan)
namenishijinpachinkotengokuvol1	Nishijin Pachinko Tengoku Vol. 1 (Japan)
namenishijinpachinkotengokuvol2	Nishijin Pachinko Tengoku Vol. 2 (Japan)
namenishijinpachinkotengokuvol3	Nishijin Pachinko Tengoku Vol. 3 (Japan)
namenishijinpachinkotetteikouryakucrhanamansokuhoucrobakeland	Nishijin Pachinko Tettei Kouryaku - CR Hanaman Sokuhou & CR Obake Land (Japan)
namenissanpresentsoverdrivinskylinememorial	Nissan Presents - Over Drivin' - Skyline Memorial (Japan)
namenoappointmentgalsolymposaponashigalsolympos	No-appointment Gals Olympos - Apo Nashi Gals Olympos (Japan)
namenobunagahirokugetennoyume	Nobunaga Hiroku - Geten no Yume (Japan)
namenobunaganoyaboubushoufuuunroku	Nobunaga no Yabou - Bushou Fuuunroku (Japan)
namenobunaganoyabouhaouden	Nobunaga no Yabou - Haouden (Japan)
namenobunaganoyaboureppuuden	Nobunaga no Yabou - Reppuuden (Japan)
namenobunaganoyaboureppuudenwithpowerupkit	Nobunaga no Yabou - Reppuuden with Power-Up Kit (Japan)
namenobunaganoyaboureturns	Nobunaga no Yabou - Returns (Japan)
namenobunaganoyabousengokugunyuuden	Nobunaga no Yabou - Sengoku Gunyuuden (Japan)
namenobunaganoyaboushouseiroku	Nobunaga no Yabou - Shouseiroku (Japan)
namenobunaganoyaboushouseirokuwithpowerupkit	Nobunaga no Yabou - Shouseiroku with Power-Up Kit (Japan)
namenobunaganoyaboutenshouki	Nobunaga no Yabou - Tenshouki (Japan)
namenobunaganoyaboutenshoukiwithpowerupkit	Nobunaga no Yabou - Tenshouki with Power-Up Kit (Japan)
namenobunaganoyabouzenkokuban	Nobunaga no Yabou - Zenkokuban (Japan)
namenobunagashippuukikirameki	Nobunaga Shippuuki - Kirameki (Japan)
namenoddysmagicadventure	Noddy's Magic Adventure (Europe) (En,Fr)
namenoddyunaaventuramagica	Noddy - Una Aventura Magica (Spain)
namenoel3missionontheline	Noel 3 - Mission on the Line (Japan) (Disc 1)
namenoellaneige	Noel - La Neige (Japan) (Disc 1)
namenoellaneigespecial	Noel - La Neige Special (Japan)
namenoelnotdigital	Noel - Not Digital (Japan) (Disc 1)
namenofeardownhillmountainbikeracing	No Fear Downhill Mountain Bike Racing (USA)
namenofeardownhillmountainbiking	No Fear Downhill Mountain Biking (Europe) (En,Fr,De,Es,It,Sv)
namenoon	Noon (Japan)
namenoonecanstopmrdomino	No One Can Stop Mr. Domino (Europe)
namenorsebynorsewestthereturnofthelostvikings	Norse by Norsewest - The Return of the Lost Vikings (USA)
namenotamofwind	Notam of Wind (Japan, Asia)
namenotethe	Note, The (Europe) (En,Fr,De,Es,It)
namenottreasurehunter	Not Treasure Hunter (Japan)
namenovastorm	Novastorm (Europe) (Disc 1)
namenovelsgamecenterarashir	Novels - Game Center Arashi R (Japan)
namenuclearstrike	Nuclear Strike (Europe)
namenukumorinonakadeinthewarmth	Nukumori no Naka de - In the Warmth (Japan)
namenupanumericpaintpuzzle	NuPa - Numeric Paint Puzzle (Japan)
namenursestory	Nurse Story (Japan)
namenyantowonderful	Nyan to Wonderful (Japan)
nameoasisroad	Oasis Road (Japan)
nameochanomabattle	Ocha no Ma Battle (Japan)
nameodanobunagaden	Oda Nobunaga Den (Japan)
nameoddworldabesexoddus	Oddworld - Abe's Exoddus (Europe) (Disc 1)
nameoddworldabesexoddusdukenukemtimetokilldukenukem3d	Oddworld - Abe's Exoddus + Duke Nukem - Time to Kill + Duke Nukem - 3D (France) (En,Fr)
nameoddworldabesoddysee	Oddworld - Abe's Oddysee (Europe)
nameoddworldlexodedabe	Oddworld - L'Exode d'Abe (France) (Disc 1)
nameoddworldlodysseedabe	Oddworld - L'Odyssee d'Abe (France)
nameodoodooddity	Odo Odo Oddity (Japan)
nameodt	O.D.T. (Europe)
nameoehlinshyperrally	Oehlins Hyper-Rally (Japan)
nameofficialfanbookcircadiaspecialcdrom	Official Fan Book - Circadia - Special CD-ROM (Japan)
nameofficialukplaystationbestgamesever	Official UK PlayStation Best Games Ever! (UK)
nameofficialusplaystationmagazinedemodisc01	Official U.S. PlayStation Magazine Demo Disc 01 (USA)
nameofficialusplaystationmagazinedemodisc02	Official U.S. PlayStation Magazine Demo Disc 02 (USA)
nameofficialusplaystationmagazinedemodisc03	Official U.S. PlayStation Magazine Demo Disc 03 (USA)
nameofficialusplaystationmagazinedemodisc04	Official U.S. PlayStation Magazine Demo Disc 04 (USA)
nameofficialusplaystationmagazinedemodisc05	Official U.S. PlayStation Magazine Demo Disc 05 (USA)
nameofficialusplaystationmagazinedemodisc06	Official U.S. PlayStation Magazine Demo Disc 06 (USA)
nameofficialusplaystationmagazinedemodisc07	Official U.S. PlayStation Magazine Demo Disc 07 (USA)
nameofficialusplaystationmagazinedemodisc08	Official U.S. PlayStation Magazine Demo Disc 08 (USA)
nameofficialusplaystationmagazinedemodisc09	Official U.S. PlayStation Magazine Demo Disc 09 (USA)
nameofficialusplaystationmagazinedemodisc10	Official U.S. PlayStation Magazine Demo Disc 10 (USA)
nameofficialusplaystationmagazinedemodisc11	Official U.S. PlayStation Magazine Demo Disc 11 (USA)
nameofficialusplaystationmagazinedemodisc12	Official U.S. PlayStation Magazine Demo Disc 12 (USA)
nameofficialusplaystationmagazinedemodisc13	Official U.S. PlayStation Magazine Demo Disc 13 (USA)
nameofficialusplaystationmagazinedemodisc14	Official U.S. PlayStation Magazine Demo Disc 14 (USA)
nameofficialusplaystationmagazinedemodisc15	Official U.S. PlayStation Magazine Demo Disc 15 (USA)
nameofficialusplaystationmagazinedemodisc16	Official U.S. PlayStation Magazine Demo Disc 16 (USA)
nameofficialusplaystationmagazinedemodisc17	Official U.S. PlayStation Magazine Demo Disc 17 (USA)
nameofficialusplaystationmagazinedemodisc18	Official U.S. PlayStation Magazine Demo Disc 18 (USA)
nameofficialusplaystationmagazinedemodisc19	Official U.S. PlayStation Magazine Demo Disc 19 (USA)
nameofficialusplaystationmagazinedemodisc20	Official U.S. PlayStation Magazine Demo Disc 20 (USA)
nameofficialusplaystationmagazinedemodisc21	Official U.S. PlayStation Magazine Demo Disc 21 (USA)
nameofficialusplaystationmagazinedemodisc22	Official U.S. PlayStation Magazine Demo Disc 22 (USA)
nameofficialusplaystationmagazinedemodisc23	Official U.S. PlayStation Magazine Demo Disc 23 (USA)
nameofficialusplaystationmagazinedemodisc24	Official U.S. PlayStation Magazine Demo Disc 24 (USA)
nameofficialusplaystationmagazinedemodisc25	Official U.S. PlayStation Magazine Demo Disc 25 (USA)
nameofficialusplaystationmagazinedemodisc26	Official U.S. PlayStation Magazine Demo Disc 26 (USA)
nameofficialusplaystationmagazinedemodisc27	Official U.S. PlayStation Magazine Demo Disc 27 (USA)
nameofficialusplaystationmagazinedemodisc28	Official U.S. PlayStation Magazine Demo Disc 28 (USA)
nameofficialusplaystationmagazinedemodisc29	Official U.S. PlayStation Magazine Demo Disc 29 (USA)
nameofficialusplaystationmagazinedemodisc30	Official U.S. PlayStation Magazine Demo Disc 30 (USA)
nameofficialusplaystationmagazinedemodisc31	Official U.S. PlayStation Magazine Demo Disc 31 (USA)
nameofficialusplaystationmagazinedemodisc32	Official U.S. PlayStation Magazine Demo Disc 32 (USA)
nameofficialusplaystationmagazinedemodisc33	Official U.S. PlayStation Magazine Demo Disc 33 (USA)
nameofficialusplaystationmagazinedemodisc34	Official U.S. PlayStation Magazine Demo Disc 34 (USA)
nameofficialusplaystationmagazinedemodisc35	Official U.S. PlayStation Magazine Demo Disc 35 (USA)
nameofficialusplaystationmagazinedemodisc36	Official U.S. PlayStation Magazine Demo Disc 36 (USA)
nameofficialusplaystationmagazinedemodisc37	Official U.S. PlayStation Magazine Demo Disc 37 (USA)
nameofficialusplaystationmagazinedemodisc38	Official U.S. PlayStation Magazine Demo Disc 38 (USA)
nameofficialusplaystationmagazinedemodisc39	Official U.S. PlayStation Magazine Demo Disc 39 (USA)
nameofficialusplaystationmagazinedemodisc40	Official U.S. PlayStation Magazine Demo Disc 40 (USA)
nameofficialusplaystationmagazinedemodisc41	Official U.S. PlayStation Magazine Demo Disc 41 (USA)
nameofficialusplaystationmagazinedemodisc42	Official U.S. PlayStation Magazine Demo Disc 42 (USA)
nameofficialusplaystationmagazinedemodisc43	Official U.S. PlayStation Magazine Demo Disc 43 (USA)
nameofficialusplaystationmagazinedemodisc44	Official U.S. PlayStation Magazine Demo Disc 44 (USA)
nameofficialusplaystationmagazinedemodisc45	Official U.S. PlayStation Magazine Demo Disc 45 (USA)
nameofficialusplaystationmagazinedemodisc46	Official U.S. PlayStation Magazine Demo Disc 46 (USA)
nameofficialusplaystationmagazinedemodisc47	Official U.S. PlayStation Magazine Demo Disc 47 (USA)
nameofficialusplaystationmagazinedemodisc48	Official U.S. PlayStation Magazine Demo Disc 48 (USA)
nameofficialusplaystationmagazinedemodisc50	Official U.S. PlayStation Magazine Demo Disc 50 (USA)
nameofficialusplaystationmagazinedemodisc52	Official U.S. PlayStation Magazine Demo Disc 52 (USA)
nameofficialusplaystationmagazinedemodisc54	Official U.S. PlayStation Magazine Demo Disc 54 (USA)
nameofficialyarudorafanbookdoublecastcdromspecialdatashuu	Official Yarudora Fan Book - Double Cast - CD-ROM Special Data-shuu (Japan)
nameofficialyarudorafanbookkisetsuodakishimete	Official Yarudora Fan Book - Kisetsu o Dakishimete (Japan)
nameofficialyarudorafanbooksampaguita	Official Yarudora Fan Book - Sampaguita (Japan)
nameofficialyarudorafanbookyukiwarinohanacdromspecialdatashuu	Official Yarudora Fan Book - Yukiwari no Hana - CD-ROM Special Data-shuu (Japan)
nameoffworldinterceptorextreme	Off-World Interceptor Extreme (Europe)
nameogrebattlelimitededition	Ogre Battle - Limited Edition (USA)
nameohasutadancedancerevolution	Oha Suta Dance Dance Revolution (Japan)
nameohbakyuuun	Oh! Bakyuuun (Japan)
nameohchannooekakilogic	Oh-chan no Oekaki Logic (Japan)
nameohchannooekakilogic2	Oh-chan no Oekaki Logic 2 (Japan)
nameohchannooekakilogic3	Oh-chan no Oekaki Logic 3 (Japan)
nameohno	Oh No! (Japan)
nameojamajodoremidokkannijiiroparadice	Oja Majo DoReMi Dokkan! Nijiiro ParaDice (Japan)
nameojousamaexpress	Ojousama Express (Japan) (Disc 1)
nameokappariou	Okappari-ou (Japan)
nameolympiatakasagovirtuapachislotiii	Olympia, Takasago - Virtua Pachi-Slot III (Japan)
nameolympiayamasavirtuapachislotiijissenbishoujokouryakuhou	Olympia, Yamasa - Virtua Pachi-Slot II - Jissen! Bishoujo Kouryakuhou (Japan)
nameolympicgames	Olympic Games (Europe) (En,Fr,De,Es,It)
nameolympicsoccer	Olympic Soccer (Europe) (En,Fr,De,Es,It)
nameolympicsummergames	Olympic Summer Games (USA)
nameomegaassault	Omega Assault (Europe)
nameomegaboost	Omega Boost (Europe) (En,Fr,De,Es,It)
nameomiaicommandobacouplenitsukkomio	Omiai Commando - Ba-Couple ni Tsukkomi o (Japan)
nameomisedetenshu	Omise de Tenshu (Japan)
nameomizunohanamichi	Omizu no Hanamichi (Japan)
nameone	One (Europe) (En,Fr,De,Es,It)
nameonepiecemansion	One Piece Mansion (Europe)
nameonetwosmashtanoshiitennis	One Two Smash - Tanoshii Tennis (Japan)
nameongakutkool3	Ongaku Tkool 3 (Japan)
nameongakutkoolkanadeeru2	Ongaku Tkool - Kanadeeru 2 (Japan)
nameonitaijithemezasenidaimemomotarou	Oni Taiji!!, The - Mezase! Nidaime Momotarou (Japan)
nameonsidecompletesoccer	Onside Complete Soccer (Europe) (En,Fr,De,Es)
nameooedofuusuiingaritsuhanabi2	Ooedo Fuusui Ingaritsu - Hanabi 2 (Japan)
nameoouminobunagadengetenii	Ooumi Nobunaga Den - Geten II (Japan)
nameopengolfthehistoryofturnberry	Open Golf, The - History of Turnberry (Japan)
nameopsmbesteverevergamesdemo	OPSM Best Ever Ever Games Demo (Europe)
nameopsmbestgamesever2000	OPSM Best Games Ever 2000 (Europe)
nameopsmbestpsonegamesever	OPSM Best PS One Games Ever (Europe, Australia)
nameopsmbestracinggameever	OPSM Best Racing Game Ever (Europe)
nameopsmplatinumspecialdemoall	OPSM Platinum Special Demo All (Europe)
nameoptiontuningcarbattle	Option - Tuning Car Battle (Japan)
nameoptiontuningcarbattle2	Option - Tuning Car Battle 2 (Japan)
nameoptiontuningcarbattlespecr	Option - Tuning Car Battle Spec R (Japan)
nameoraclenohousekijewelsoftheoracle	Oracle no Houseki - Jewels of the Oracle (Japan) (En,Ja,Fr,De)
nameorenoryouri	Ore no Ryouri (Japan)
nameorenoshikabaneokoeteyuke	Ore no Shikabane o Koete Yuke (Japan)
nameorenoyottoganbarenipponchallenge	Ore no Yotto - Ganbare! Nippon Challenge (Japan) (En,Ja)
nameoretomba	Ore! Tomba (Japan)
nameoroeglorialastradapereldorado	Oro e Gloria - La Strada per El Dorado (Italy)
nameoroyglorialarutahaciaeldorado	Oro y Gloria - La Ruta hacia El Dorado (Spain)
nameosakananiwamatenrou	Osaka Naniwa Matenrou (Japan)
nameoshigotoshikijinseigamemezaseshokugyouking	Oshigoto-shiki Jinsei Game - Mezase Shokugyou King (Japan)
nameotenkikororin	Otenki Kororin (Japan)
nameothelloworldiiyumetomichienochousen	Othello World II - Yume to Michi e no Chousen (Japan)
nameotherlifeazuredreams	Other Life Azure Dreams (Japan)
nameotogistorytenshinoshippo	Otogi Story - Tenshi no Shippo (Japan)
nameotonanoasobi	Otona no Asobi (Japan)
nameoujisamalv1	Oujisama Lv1 (Japan)
nameoujisamalv15oujisamanotamago	Oujisama Lv1.5 - Oujisama no Tamago (Japan)
nameoukyuunohihoutension	Oukyuu no Hihou Tension (Japan)
nameoumagatoki	Oumagatoki (Japan)
nameoumagatoki2	Oumagatoki 2 (Japan)
nameourgraduationmahjongdeponhanafudadekoi	Our Graduation - Mahjong de Pon! Hanafuda de Koi! (Japan) (Disc 1) (Mahjong de Pon!)
nameoutlivebeeliminateyesterday	Out Live - Be Eliminate Yesterday (Japan)
nameoverblood	OverBlood (Europe)
nameoverblood2	OverBlood 2 (Europe) (Disc 1)
nameoverblood2theeastedgefile	OverBlood 2 - The East Edge File (Japan)
nameoverboard	Overboard! (Europe)
nameoverdrivindx	Over Drivin' DX (Japan)
nameoverdrivindxrallyedition	Over Drivin' DX - Rally Edition (Japan)
nameoverdrivinii	Over Drivin' II (Japan)
nameoverdriviniiihotpursuit	Over Drivin' III - Hot Pursuit (Japan)
nameoverdriviniv	Over Drivin' IV (Japan)
nameoyajinojikanneechanhanafudadeshoubuya	Oyaji no Jikan - Nee-chan Hanafuda de Shoubu ya! (Japan)
nameoyajinojikanneechanmahjongdeshoubuya	Oyaji no Jikan - Nee-chan Mahjong de Shoubu ya! (Japan)
nameoyajinojikanneechantsuriikude	Oyaji no Jikan - Nee-chan Tsuri Iku de! (Japan)
nameoyakoentertainmentseriestvkamishibaivol1	Oyako Entertainment Series - TV Kamishibai Vol. 1 (Japan)
nameoznomahoutsukaianotherworldrungrung	Oz no Mahoutsukai - Another World - Rung Rung (Japan)
namepacapacapassion	Paca Paca Passion (Japan)
namepacapacapassion2	Paca Paca Passion 2 (Japan)
namepacapacapassionspecial	Paca Paca Passion Special (Japan)
namepachinkodream	Pachinko Dream (Japan)
namepachinkohallshinsoudaikaiten	Pachinko Hall - Shinsou Daikaiten (Japan)
namepachinkopachislotparlorproextracrinakappetaishouapachislotlupinsansei	Pachinko & Pachi-Slot - Parlor! Pro Extra - CR Inakappe Taishou A & Pachi-Slot Lupin Sansei (Japan)
namepachinkoteioucrsoreutehamachan2crsoreyukematchans	Pachinko Teiou - CR Sore Ute Hama-chan 2 & CR Sore Yuke Matchan S (Japan)
namepachiokunpachinkolanddaibouken	Pachio-kun - Pachinko Land Daibouken (Japan)
namepachipachisaga	Pachi Pachi Saga (Japan)
namepachislotaruzeoukoku	Pachi-Slot Aruze Oukoku (Japan)
namepachislotaruzeoukoku2	Pachi-Slot Aruze Oukoku 2 (Japan)
namepachislotaruzeoukoku3	Pachi-Slot Aruze Oukoku 3 (Japan)
namepachislotaruzeoukoku4	Pachi-Slot Aruze Oukoku 4 (Japan)
namepachislotaruzeoukoku5	Pachi-Slot Aruze Oukoku 5 (Japan)
namepachislotaruzeoukoku7	Pachi-Slot Aruze Oukoku 7 (Japan) (Disc 2) (4th Reel Disc)
namepachislotkanzenkaisekiwaiwaipulsar2772	Pachi-Slot Kanzen Kaiseki - Wai Wai Pulsar 2 & 77 2 (Japan)
namepachislotkanzenkouryakuaruzekoushikiguidevolume4	Pachi-Slot Kanzen Kouryaku - Aruze Koushiki Guide Volume 4 (Japan)
namepachislotkanzenkouryakucrankypro	Pachi-Slot Kanzen Kouryaku - Cranky Pro (Japan)
namepachislotkanzenkouryakutakasagosuperproject	Pachi-Slot Kanzen Kouryaku - Takasago Super Project (Japan)
namepachislotkanzenkouryakutakasagosuperproject2	Pachi-Slot Kanzen Kouryaku - Takasago Super Project 2 (Japan)
namepachislotkanzenkouryakuuniversalkoushikiguidevolume1	Pachi-Slot Kanzen Kouryaku - Universal Koushiki Guide Volume 1 (Japan)
namepachislotkanzenkouryakuuniversalkoushikiguidevolume2	Pachi-Slot Kanzen Kouryaku - Universal Koushiki Guide Volume 2 (Japan)
namepachislotkanzenkouryakuuniversalkoushikiguidevolume3	Pachi-Slot Kanzen Kouryaku - Universal Koushiki Guide Volume 3 (Japan)
namepachislotmastersammysp	Pachi-Slot Master - Sammy SP (Japan)
namepachislotteiou2kagetsutwopairbeaverx	Pachi-Slot Teiou 2 - Kagetsu, Two Pair, Beaver X (Japan)
namepachislotteiou3seamasterxepsilonrwaiwaipulsar2	Pachi-Slot Teiou 3 - Sea Master X, Epsilon R, Wai Wai Pulsar 2 (Japan)
namepachislotteiou4oichokabaxmagicalpopslequio30	Pachi-Slot Teiou 4 - Oicho Kaba X, Magical Pops, LequiO-30 (Japan)
namepachislotteiou5kongdomsuperstardust2flyingmomonga	Pachi-Slot Teiou 5 - Kongdom, Super Star Dust 2, Flying Momonga (Japan)
namepachislotteiou6kungfuladybangbangprelude2	Pachi-Slot Teiou 6 - Kung-Fu Lady, BangBang, Prelude 2 (Japan)
namepachislotteiou7makersuishoumanualvol1beatthedragon2lupinsanseihotrodqueen	Pachi-Slot Teiou 7 - Maker Suishou Manual Vol. 1 - Beat the Dragon 2, Lupin Sansei, Hot Rod Queen (Japan)
namepachislotteioubattleknightatlantisdoom	Pachi-Slot Teiou - Battle Knight, Atlantis Doom (Japan)
namepachislotteioubeatthedragon2	Pachi-Slot Teiou - Beat the Dragon 2 (Japan)
namepachislotteioubigwavepikagoroubbjunky7	Pachi Slot Teiou - Big Wave, Pika Gorou, BB Junky 7 (Japan)
namepachislotteioubunnygirlsp	Pachi-Slot Teiou - Bunny Girl SP (Japan)
namepachislotteioudatelinepegasus	Pachi-Slot Teiou - Dateline Pegasus (Japan)
namepachislotteiougolgo13lasvegas	Pachi-Slot Teiou - Golgo 13, Las Vegas (Japan)
namepachislotteioumakersuishoumanualvol2icestory	Pachi-Slot Teiou - Maker Suishou Manual Vol. 2 - Ice Story (Japan)
namepachislotteioumakersuishoumanualvol3imangelwhite2blue2	Pachi-Slot Teiou - Maker Suishou Manual Vol. 3 - I'm Angel - White 2 & Blue 2 (Japan)
namepachislotteioumakersuishoumanualvol4exhaustooedosakurafubuki2	Pachi-Slot Teiou - Maker Suishou Manual Vol. 4 - Exhaust, Ooedo Sakura Fubuki 2 (Japan)
namepachislotteioumakersuishoumanualvol5racequeen2tomcat	Pachi-Slot Teiou - Maker Suishou Manual Vol. 5 - Race Queen 2, Tomcat (Japan)
namepachislotteioumakersuishoumanualvol6takarabune	Pachi-Slot Teiou - Maker Suishou Manual Vol. 6 - Takarabune (Japan)
namepachislotteioumakersuishoumanualvol7trickmonster2	Pachi-Slot Teiou - Maker Suishou Manual Vol. 7 - Trick Monster 2 (Japan)
namepachislotteiouminidra7	Pachi-Slot Teiou Mini - Dr. A7 (Japan)
namepachislotteiounaniwasakurafubuki	Pachi-Slot Teiou - Naniwa Sakura Fubuki (Japan)
namepachislotteioushimauta30twistnangokumonogatari30	Pachi-Slot Teiou - Shimauta-30, Twist, Nangoku Monogatari-30 (Japan)
namepachislotteiouwarabesquerhotrodqueen	Pachi Slot Teiou W - Arabesque R, Hot Rod Queen (Japan)
namepachislotteiouyamasaremix	Pachi-Slot Teiou - Yamasa Remix (Japan)
namepachittechonmage2kyorakukounintanukichi2000junglep	Pachitte Chonmage 2 - Kyoraku Kounin Tanukichi 2000 & Jungle P (Japan)
namepachittechonmage3kyorakukouningladiatortamachan	Pachitte Chonmage 3 - Kyoraku Kounin Gladiator & Tama-chan (Japan)
namepachittechonmageouendanccgirls	Pachitte Chonmage - Ouendan & C. C. Girls (Japan)
namepacmanworld20thanniversary	Pac-Man World - 20th Anniversary (Europe)
namepajamasamyouarewhatyoueatfromyourheadtoyourfeet	Pajama Sam - You Are What You Eat from Your Head to Your Feet (Europe)
namepalmtown	Palm Town (Japan)
namepalshinkendensetsu	Pal - Shinken Densetsu (Japan)
namepandemonium	Pandemonium! (Europe)
namepandemonium2	Pandemonium 2 (Europe)
namepandoramaxseriesvol1dragonknightsglorious	Pandora Max Series Vol. 1 - Dragon Knights Glorious (Japan)
namepandoramaxseriesvol2shishanoyobuyakata	Pandora Max Series Vol. 2 - Shisha no Yobu Yakata (Japan)
namepandoramaxseriesvol3rubbishblazon	Pandora Max Series Vol. 3 - Rubbish Blazon (Japan)
namepandoramaxseriesvol4catchkimochisensation	Pandora Max Series Vol. 4 - Catch! Kimochi Sensation (Japan)
namepandoramaxseriesvol5gochachiru	Pandora Max Series Vol. 5 - Gochachiru (Japan)
namepandoramaxseriesvol6onizerofukkatsu	Pandora Max Series Vol. 6 - Oni Zero - Fukkatsu (Japan)
namepandoraprojectthelogicmaster	Pandora Project - The Logic Master (Japan)
namepanekitinfinitivecraftingtoycase	Panekit - Infinitive Crafting Toy Case (Japan)
namepanelquizattack25	Panel Quiz Attack 25 (Japan)
namepanzerbandit	Panzer Bandit (Japan)
namepanzerfront	Panzer Front (Europe) (En,Fr,De)
namepanzerfrontbis	Panzer Front bis. (Europe) (En,Fr,De) (Proto)
namepanzergeneral	Panzer General (Europe)
namepaoleemingkanshuufuusuinyuumon	Pao Leeming Kanshuu - Fuusui Nyuumon (Japan)
namepaqa	PAQA (Japan)
nameparadisecasino	Paradise Casino (Europe)
nameparanoiascape	Paranoia Scape (Japan)
nameparappatherapper	PaRappa the Rapper (Asia) (En,Ja,Fr,De,Es,It,Zh)
